Name	Artist	Playlist Genre	Year	Popularity
Me Gusta	Shakira	Latin	2020	79.0
Yo Quisiera	Reik	Latin	2007	70.0
La rebelion	Joe Arroyo	Latin	2007	68.0
Vuela, Vuela (Voyage, Voyage)	Magneto	Latin	2007	67.0
Hoja En Blanco	Monchy & Alexandra	Latin	2007	65.0
Mientes Tan Bien	Sin Bandera	Latin	2007	65.0
5 Letras	Alexis y Fido	Latin	2007	64.0
Imagine	Jack Johnson	Latin	2007	63.0
Qué Vida la Mía	Reik	Latin	2007	63.0
No Te Veo - Digital Single	Casa De Leones	Latin	2007	61.0
Soy Igual Que Tú	Alexis y Fido	Latin	2007	61.0
Ciega, Sordomuda	Shakira	Latin	1998	68.0
Inevitable	Shakira	Latin	1998	68.0
Vuelve	Ricky Martin	Latin	1998	68.0
Bongo Bong	Manu Chao	Latin	1998	66.0
Tú	Shakira	Latin	1998	66.0
Lost	T-Dre	Latin	1998	62.0
Mentirosa	Rafaga	Latin	1998	62.0
Tiburon	Proyecto Uno	Latin	1998	58.0
Te Mentiría	Gian Marco	Latin	1998	56.0
Nuestra Cancion	Elvis Crespo	Latin	1998	49.0
Lloraras	Oscar D'León	Latin	1996	64.0
Reach (NBC Olympic Version)	Gloria Estefan	Latin	1996	45.0
Coco Jamboo - Radio Version	Mr. President	Latin	1996	18.0
Real Love (Spanish)	Lil' Johanna	Latin	1996	15.0
I Can't Live Without You	Angelique	Latin	1996	10.0
About Last Night	Miguel Reyes	Latin	1996	0.0
Bring Me Back	Pure Pleasure	Latin	1996	0.0
Open Up Your Heart	Samantha	Latin	1996	0.0
Rock 'N' Roll All Nite - Live	KISS	Latin	1996	0.0
Share This Moment	Pain	Latin	1996	0.0
Mambo No. 5 (a Little Bit of...)	Lou Bega	Latin	1999	76.0
Say My Name	Destiny's Child	Latin	1999	76.0
The Next Episode	Dr. Dre	Latin	1999	73.0
You Got Me	The Roots	Latin	1999	65.0
Amante Bandido	Miguel Bosé	Latin	1999	55.0
La Rosa De Los Vientos	Makiza	Latin	1999	54.0
Vivir Sin Aire - Unplugged	Maná	Latin	1999	53.0
Llegó la Cripta	El Chombo	Latin	1999	51.0
Siempre Peligroso - feat. Fermin IV Caballero of Control Machete	Cypress Hill	Latin	1999	50.0
Yo Quiero Fumar (I Wanna Get High) - Spanish Edit	Cypress Hill	Latin	1999	50.0
Bad Romance	Lady Gaga	Latin	2009	78.0
Fireflies	Owl City	Latin	2009	78.0
Down	Jay Sean	Latin	2009	76.0
Secrets	OneRepublic	Latin	2009	76.0
Colgando en tus manos (con Marta Sánchez)	Carlos Baute	Latin	2009	74.0
Yo No Sé Mañana	Luis Enrique	Latin	2009	74.0
Party In The U.S.A.	Miley Cyrus	Latin	2009	73.0
Replay	Iyaz	Latin	2009	73.0
Rude Boy	Rihanna	Latin	2009	72.0
El Malo	Aventura	Latin	2009	71.0
Insane in the Brain	Cypress Hill	Latin	1993	70.0
Suave	Luis Miguel	Latin	1993	68.0
Mirala Miralo	Alejandra Guzman	Latin	1993	61.0
Con los Años Que Me Quedan	Gloria Estefan	Latin	1993	60.0
Macarena	Los Del Rio	Latin	1993	58.0
Mi Tierra	Gloria Estefan	Latin	1993	55.0
Hoy - Spanish Version	Gloria Estefan	Latin	1993	51.0
Mi Buen Amor	Gloria Estefan	Latin	1993	48.0
Ayer	Gloria Estefan	Latin	1993	45.0
Tus Ojos	Gloria Estefan	Latin	1993	40.0
Gangsta's Paradise	Coolio	Latin	1995	80.0
Estoy Aquí	Shakira	Latin	1995	64.0
Donde Estas Corazon	Shakira	Latin	1995	62.0
Pa' Mayté	Carlos Vives	Latin	1995	60.0
La Tierra del Olvido	Carlos Vives	Latin	1995	58.0
Piel Morena	Thalía	Latin	1995	58.0
Cotton Eye Joe	Rednex	Latin	1995	57.0
Abriendo Puertas	Gloria Estefan	Latin	1995	44.0
Azúcar Amargo	Fey	Latin	1995	43.0
Tres Deseos (Three Wishes)	ITA - CACHAO	Latin	1995	37.0
Hacer El Amor Con Otro	Alejandra Guzman	Latin	1991	66.0
Rica y Apretadita (feat. Anayka)	El General	Latin	1991	60.0
Spring Love	Stevie B	Latin	1991	49.0
I Wanna Be the One	Stevie B	Latin	1991	46.0
Dreamin' of Love	Stevie B	Latin	1991	41.0
Party Your Body	Stevie B	Latin	1991	36.0
Latin Lingo	Cypress Hill	Latin	1991	35.0
Coming Out of the Dark	Gloria Estefan	Latin	1991	33.0
Tres Equis	Cypress Hill	Latin	1991	31.0
Together Forever	Lisette Melendez	Latin	1991	24.0
Tu Cariñito	Puerto Rican Power	Latin	2000	65.0
Un Montón De Estrellas	Polo Montañez	Latin	2000	61.0
Arrasando	Thalía	Latin	2000	54.0
Como Me Duele Perderte	Gloria Estefan	Latin	2000	53.0
Inevitable - En Vivo	Shakira	Latin	2000	53.0
Let The Music Play	Shannon	Latin	2000	53.0
Perfidia	Los Rabanes	Latin	2000	45.0
Give Me Tonight	Shannon	Latin	2000	44.0
No Me Dejes de Querer	Gloria Estefan	Latin	2000	36.0
Por un Beso	Gloria Estefan	Latin	2000	31.0
Turn the Beat Around	Gloria Estefan	Latin	1994	42.0
It's Too Late	Gloria Estefan	Latin	1994	34.0
Hold Me, Thrill Me, Kiss Me	Gloria Estefan	Latin	1994	33.0
Then Came You	TPE featuring Adam Marano	Latin	1994	16.0
Chase	Giorgio Moroder	Latin	1994	0.0
Crimes Of love	N.V.	Latin	1994	0.0
Girl You Hear me Crying	N.V.	Latin	1994	0.0
If Ever	Da A Clan	Latin	1994	0.0
Just Like The Wind (94 Flava)	N.V.	Latin	1994	0.0
Some Kind Of Love	N.V.	Latin	1994	0.0
Otro Día Más Sin Verte	Jon Secada	Latin	1992	62.0
Vivir Sin Aire	Maná	Latin	1992	60.0
Provócame	Chayanne	Latin	1992	50.0
Good Riddance (Time of Your Life)	Green Day	Latin	1997	75.0
Corazón partío	Alejandro Sanz	Latin	1997	74.0
En El Muelle De San Blas	Maná	Latin	1997	72.0
Tiene Espinas El Rosal	Grupo Cañaveral De Humberto Pabón	Latin	1997	69.0
Carrying Your Love With Me	George Strait	Latin	1997	62.0
Comprendes, Mendes?	Control Machete	Latin	1997	60.0
Tiburon	Proyecto Uno	Latin	1997	57.0
El Taqui Taqui - Original Mix	Ilegales	Latin	1997	54.0
Guallando	Fulanito	Latin	1997	53.0
Soy Chingon	Lil Rob	Latin	1997	41.0
Tabaco Y Chanel	Bacilos	Latin	2001	68.0
Amores extraños - Versión 2001	Laura Pausini	Latin	2001	65.0
El Duelo (feat. Ely Guerra)	La Ley	Latin	2001	65.0
En La Cama (feat. Daddy Yankee)	Nicky Jam	Latin	2001	65.0
Me haces bien	Jorge Drexler	Latin	2001	65.0
Macarena - Bayside Boys Remix	Los Del Rio	Latin	2001	62.0
La soledad - Versión 2001	Laura Pausini	Latin	2001	60.0
Me Liberé	El Gran Combo De Puerto Rico	Latin	2001	59.0
Carito	Carlos Vives	Latin	2001	57.0
Return of the Tres	Delinquent Habits	Latin	2001	51.0
Life is a Highway	Rascal Flatts	Latin	2006	72.0
Mis Ojos Lloran Por Ti	Big Boy	Latin	2006	71.0
Bendita Tu Luz	Maná	Latin	2006	69.0
Caraluna	Bacilos	Latin	2006	69.0
Ojitos Chiquitos	Don Omar	Latin	2006	68.0
Bandoleros	Don Omar	Latin	2006	67.0
Qué Precio Tiene el Cielo - Salsa Version	Marc Anthony	Latin	2006	67.0
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version	Ricky Martin	Latin	2006	67.0
Sensacion Del Bloque	De La Ghetto	Latin	2006	66.0
El Telefono	"Héctor ""El Father"""	Latin	2006	65.0
Obsesion	Aventura	Latin	2002	73.0
Es Por Tí	Juanes	Latin	2002	72.0
Mi primer millon	Bacilos	Latin	2002	69.0
Fotografía	Juanes	Latin	2002	67.0
Así Es la Vida	Elefante	Latin	2002	66.0
Azul	Cristian Castro	Latin	2002	65.0
En el 2000	Natalia Lafourcade	Latin	2002	63.0
Get Busy	Sean Paul	Latin	2002	61.0
Baby Boy (feat. Beyoncé )	Sean Paul	Latin	2002	58.0
De la Noche a la Mañana	Elefante	Latin	2002	54.0
Hey Ya!	OutKast	Latin	2003	78.0
Crazy In Love (feat. Jay-Z)	Beyoncé	Latin	2003	75.0
Pa' Que Retozen	Tego Calderon	Latin	2003	71.0
Andar Conmigo	Julieta Venegas	Latin	2003	69.0
Collide - Acoustic Version	Howie Day	Latin	2003	69.0
Dale Don Dale	Don Omar	Latin	2003	67.0
Lento	Julieta Venegas	Latin	2003	66.0
Hay Algo en Ti	Luny Tunes	Latin	2003	59.0
Dembow	Wisin & Yandel	Latin	2003	58.0
Métele Sazón	Luny Tunes	Latin	2003	58.0
Hips Don't Lie (feat. Wyclef Jean)	Shakira	Latin	2005	80.0
Better Together	Jack Johnson	Latin	2005	75.0
Ella Y Yo - Featuring Don Omar	Aventura	Latin	2005	74.0
Atrévete-Te-Te	Calle 13	Latin	2005	73.0
Banana Pancakes	Jack Johnson	Latin	2005	71.0
La Botella	Mach & Daddy	Latin	2005	67.0
La Boda	Aventura	Latin	2005	66.0
Mírala Bien	Wisin & Yandel	Latin	2005	64.0
Rompe	Daddy Yankee	Latin	2005	64.0
Ella Se Fue	Kinto Sol	Latin	2005	60.0
Abrázame Muy Fuerte	Juan Gabriel	Latin	1990	72.0
Rayando El Sol	Maná	Latin	1990	68.0
Qué Hay de Malo	Jerry Rivera	Latin	1990	65.0
Oiga, Mire, Vea	Guayacán Orquesta	Latin	1990	64.0
Conga	Gloria Estefan	Latin	1990	60.0
Tiempo De Vals	Chayanne	Latin	1990	58.0
Cada Dia Que Pasa	Guayacán Orquesta	Latin	1990	55.0
Completamente Enamorados	Chayanne	Latin	1990	54.0
La Raza	Kid Frost	Latin	1990	51.0
Eternamente Bella	Alejandra Guzman	Latin	1990	48.0
Yeah! (feat. Lil Jon & Ludacris)	Usher	Latin	2004	79.0
Lo Que Pasó, Pasó	Daddy Yankee	Latin	2004	73.0
Since U Been Gone	Kelly Clarkson	Latin	2004	72.0
Tu Amor Me Hace Bien - Salsa Version	Marc Anthony	Latin	2004	69.0
Tu Príncipe	Daddy Yankee	Latin	2004	69.0
Yo Voy (feat. Daddy Yankee)	Zion & Lennox	Latin	2004	66.0
Turn Me On	Kevin Lyttle	Latin	2004	65.0
Amiga mía	Alejandro Sanz	Latin	2004	64.0
Breakaway	Kelly Clarkson	Latin	2004	64.0
Al Natural (feat. Yandel)	Tego Calderon	Latin	2004	63.0
La Incondicional	Luis Miguel	Latin	1988	75.0
Culpable O No - Miénteme Como Siempre	Luis Miguel	Latin	1988	73.0
Tell It to My Heart	Taylor Dayne	Latin	1988	65.0
The Promise	When In Rome	Latin	1988	63.0
Fría Como El Viento	Luis Miguel	Latin	1988	61.0
It Takes Two	Rob Base & DJ EZ Rock	Latin	1988	54.0
Catch Me (I'm Falling)	Pretty Poison	Latin	1988	46.0
Silent Morning	Noel	Latin	1988	43.0
Dreamin'	Will To Power	Latin	1988	42.0
Say It's Gonna Rain	Will To Power	Latin	1988	37.0
1-2-3 - Single Version	Gloria Estefan	Latin	1984	37.0
Everlasting Love	Gloria Estefan	Latin	1984	36.0
P.Y.T. (Pretty Young Thing)	Michael Jackson	Latin	1982	71.0
Amarillo By Morning	George Strait	Latin	1982	66.0
Ojos Chinos	El Gran Combo De Puerto Rico	Latin	1982	55.0
Danger	The Flirts	Latin	1982	48.0
We Are Family	Sister Sledge	Latin	1979	71.0
Brujeria	El Gran Combo De Puerto Rico	Latin	1979	55.0
Apache - 45 Version	The Sugarhill Gang	Latin	1981	42.0
Dancing Queen	ABBA	Latin	1976	72.0
Ahora Te Puedes Marchar	Luis Miguel	Latin	1987	77.0
Point of No Return	Exposé	Latin	1987	48.0
Can't Stay Away from You	Gloria Estefan	Latin	1987	47.0
Diamond Girl	Nice & Wild	Latin	1987	45.0
Come Go with Me	Exposé	Latin	1987	43.0
Exposed To Love	Exposé	Latin	1987	30.0
Sweet Caroline	Neil Diamond	Latin	1987	20.0
Rhythm Is Gonna Get You	Gloria Estefan	Latin	1987	1.0
One Way Love	TKA	Latin	1987	0.0
Two of Hearts	Stacey Q	Latin	1986	54.0
Point of No Return	Nu Shooz	Latin	1986	38.0
For Tonight	Nancy Martinez	Latin	1986	30.0
Reincarnation	People Like Us	Latin	1986	26.0
Livin' On A Prayer	Bon Jovi	Latin	1986	24.0
Boogie Down Bronx	Man Parrish	Latin	1983	33.0
Remember What You Like	Jenny Burton	Latin	1983	19.0
I Wonder If I Take You Home	Lisa Lisa & Cult Jam	Latin	1985	51.0
Words Get in the Way	Gloria Estefan	Latin	1985	45.0
Head to Toe	Lisa Lisa & Cult Jam	Latin	1985	44.0
Anything for You	Gloria Estefan	Latin	1985	40.0
I See Your Smile	Gloria Estefan	Latin	1985	34.0
Can You Feel the Beat	Lisa Lisa & Cult Jam	Latin	1985	0.0
Love Shack	The B-52's	Latin	1989	69.0
Mujeres	Ricardo Arjona	Latin	1989	68.0
Don't Wanna Lose You	Gloria Estefan	Latin	1989	52.0
Get on Your Feet	Gloria Estefan	Latin	1989	44.0
Here We Are	Gloria Estefan	Latin	1989	43.0
Mentirosa	Mellow Man Ace	Latin	1989	42.0
Cuts Both Ways	Gloria Estefan	Latin	1989	41.0
Wake Up	STOP	Latin	1989	41.0
Oye Mi Canto - Single Version	Gloria Estefan	Latin	1989	38.0
(You're My One And Only) True Love	Seduction	Latin	1989	30.0
My Girl	The Temptations	Latin	1965	26.0
Blinding Lights	The Weeknd	R&B	2019	98.0
Memories	Maroon 5	R&B	2019	98.0
The Box	Roddy Ricch	R&B	2019	98.0
Tusa	KAROL G	R&B	2019	98.0
Don't Start Now	Dua Lipa	R&B	2019	97.0
everything i wanted	Billie Eilish	R&B	2019	97.0
RITMO (Bad Boys For Life)	The Black Eyed Peas	R&B	2019	96.0
bad guy	Billie Eilish	R&B	2019	95.0
HIGHEST IN THE ROOM	Travis Scott	R&B	2019	94.0
My Oh My (feat. DaBaby)	Camila Cabello	R&B	2019	94.0
Falling	Trevor Daniel	R&B	2018	97.0
Happier	Marshmello	R&B	2018	89.0
lovely (with Khalid)	Billie Eilish	R&B	2018	89.0
Shallow	Lady Gaga	R&B	2018	88.0
Without Me	Halsey	R&B	2018	88.0
rockstar (feat. 21 Savage)	Post Malone	R&B	2018	88.0
Better Now	Post Malone	R&B	2018	87.0
SAD!	XXXTENTACION	R&B	2018	87.0
SICKO MODE	Travis Scott	R&B	2018	87.0
Sweet but Psycho	Ava Max	R&B	2018	87.0
Jocelyn Flores	XXXTENTACION	R&B	2017	86.0
idontwannabeyouanymore	Billie Eilish	R&B	2017	85.0
ocean eyes	Billie Eilish	R&B	2017	85.0
HUMBLE.	Kendrick Lamar	R&B	2017	84.0
I Like Me Better	Lauv	R&B	2017	83.0
New Rules	Dua Lipa	R&B	2017	83.0
Young Dumb & Broke	Khalid	R&B	2017	83.0
Chanel	Frank Ocean	R&B	2017	82.0
IDGAF	Dua Lipa	R&B	2017	82.0
Location	Khalid	R&B	2017	82.0
Closer (feat. Halsey)	The Chainsmokers	R&B	2016	85.0
Say You Won't Let Go	James Arthur	R&B	2016	85.0
Congratulations	Post Malone	R&B	2016	84.0
Starboy	The Weeknd	R&B	2016	84.0
Good as Hell	Lizzo	R&B	2016	83.0
That's What I Like	Bruno Mars	R&B	2016	82.0
Can I Be Him	James Arthur	R&B	2016	78.0
Nights	Frank Ocean	R&B	2016	78.0
Cheap Thrills	Sia	R&B	2016	77.0
Formation	Beyoncé	R&B	2016	77.0
Jealous	Labrinth	R&B	2014	79.0
Say Something	A Great Big World	R&B	2014	78.0
Wet Dreamz	J. Cole	R&B	2014	78.0
Not About Angels	Birdy	R&B	2014	75.0
I Mean It (feat. Remo)	G-Eazy	R&B	2014	74.0
7/11	Beyoncé	R&B	2014	71.0
Partition	Beyoncé	R&B	2014	71.0
Post to Be (feat. Chris Brown & Jhene Aiko)	Omarion	R&B	2014	70.0
Apparently	J. Cole	R&B	2014	69.0
Shake It Off	Taylor Swift	R&B	2014	68.0
Feels Like We Only Go Backwards	Tame Impala	R&B	2012	75.0
Thinkin Bout You	Frank Ocean	R&B	2012	75.0
You Said You'd Grow Old With Me	Michael Schulte	R&B	2012	71.0
The Morning	The Weeknd	R&B	2012	70.0
Beneath Your Beautiful	Labrinth	R&B	2012	69.0
Read All About It, Pt. III	Emeli Sandé	R&B	2012	68.0
Lost	Frank Ocean	R&B	2012	67.33333333333333
m.A.A.d city	Kendrick Lamar	R&B	2012	67.0
Money Trees	Kendrick Lamar	R&B	2012	66.0
Forrest Gump	Frank Ocean	R&B	2012	65.0
Love Yourself	Justin Bieber	R&B	2015	83.0
Don't	Bryson Tiller	R&B	2015	80.0
Exchange	Bryson Tiller	R&B	2015	79.0
Wait a Minute!	WILLOW	R&B	2015	78.0
Sunset Lover	Petit Biscuit	R&B	2015	77.0
Tennessee Whiskey	Chris Stapleton	R&B	2015	77.0
Weekend (feat. Miguel)	Mac Miller	R&B	2015	77.0
Lay Me Down	Sam Smith	R&B	2015	76.0
Lost Boy	Ruth B.	R&B	2015	76.0
Often	The Weeknd	R&B	2015	76.0
All of Me	John Legend	R&B	2013	85.0
Royals	Lorde	R&B	2013	78.0
Blurred Lines	Robin Thicke	R&B	2013	76.0
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix	Lana Del Rey	R&B	2013	73.0
So Good At Being in Trouble	Unknown Mortal Orchestra	R&B	2013	68.0
Chum	Earl Sweatshirt	R&B	2013	67.0
It Won't Stop (feat. Chris Brown)	Sevyn Streeter	R&B	2013	66.0
You're Not Good Enough	Blood Orange	R&B	2013	63.0
Hannah Hunt	Vampire Weekend	R&B	2013	62.0
The Mother We Share	CHVRCHES	R&B	2013	61.0
Marvins Room	Drake	R&B	2011	74.0
Midnight City	M83	R&B	2011	71.0
Novacane	Frank Ocean	R&B	2011	71.0
Take Care	Drake	R&B	2011	71.0
Holocene	Bon Iver	R&B	2011	70.0
Turning Tables	Adele	R&B	2011	66.0
Swim Good	Frank Ocean	R&B	2011	65.0
She (Featuring Frank Ocean)	Tyler, The Creator	R&B	2011	64.0
I Follow Rivers	Lykke Li	R&B	2011	62.0
Wildfire	SBTRKT	R&B	2011	62.0
Just the Way You Are	Bruno Mars	R&B	2010	80.0
All Of The Lights	Kanye West	R&B	2010	75.0
My Chick Bad	Ludacris	R&B	2010	65.0
Sprawl II (Mountains Beyond Mountains)	Arcade Fire	R&B	2010	63.0
All I Want Is You (feat. J. Cole)	Miguel	R&B	2010	62.0
Dancing On My Own	Robyn	R&B	2010	61.0
Man Down	Rihanna	R&B	2010	59.0
Mi Mujer	Nicolas Jaar	R&B	2010	59.0
Round And Round	Ariel Pink	R&B	2010	57.0
Helicopter	Deerhunter	R&B	2010	56.0
Halo	Beyoncé	R&B	2008	77.0
Live Your Life (feat. Rihanna)	T.I.	R&B	2008	74.0
A Milli	Lil Wayne	R&B	2008	73.0
Broken Strings	James Morrison	R&B	2008	70.0
If I Were a Boy	Beyoncé	R&B	2008	68.0
It Was A Good Day	Ice Cube	R&B	2008	60.0
I Wanna Know	Joe	R&B	2008	58.0
sobeautiful	Musiq Soulchild	R&B	2008	58.0
Green Light (feat. André 3000)	John Legend	R&B	2008	57.0
Melt My Heart to Stone	Adele	R&B	2008	57.0
Yummy	Justin Bieber	R&B	2020	95.0
Life Is Good (feat. Drake)	Future	R&B	2020	93.0
Good News	Mac Miller	R&B	2020	87.0
You should be sad	Halsey	R&B	2020	86.0
Lose You To Love Me	Selena Gomez	R&B	2020	85.0
Eleven	Khalid	R&B	2020	83.0
Morado	J Balvin	R&B	2020	82.0
Muévelo	Nicky Jam	R&B	2020	82.0
Rare	Selena Gomez	R&B	2020	80.5
Vulnerable	Selena Gomez	R&B	2020	80.0
Bubbly	Colbie Caillat	R&B	2007	71.0
How Do I Breathe	Mario	R&B	2007	69.0
Bed	J. Holiday	R&B	2007	67.0
Valerie - Live At BBC Radio 1 Live Lounge, London / 2007	Amy Winehouse	R&B	2007	65.0
Can't Help but Wait	Trey Songz	R&B	2007	62.0
Same Girl (with Usher)	R. Kelly	R&B	2007	60.0
Lesson Learned (feat. John Mayer)	Alicia Keys	R&B	2007	57.0
Never Would Have Made It	Marvin Sapp	R&B	2007	55.0
Bartender (feat. Akon)	T-Pain	R&B	2007	54.0
Circle	Marques Houston	R&B	2007	51.0
My Love Is Your Love	Whitney Houston	R&B	1998	67.0
The Boy Is Mine	Brandy	R&B	1998	66.0
So Into You	Tamia	R&B	1998	64.0
Love Like This	Faith Evans	R&B	1998	63.0
Have You Ever	Brandy	R&B	1998	60.0
SpottieOttieDopaliscious	OutKast	R&B	1998	60.0
Sweet Lady	Tyrese	R&B	1998	59.0
It's All About Me	Mýa	R&B	1998	58.0
Beauty	Dru Hill	R&B	1998	57.0
Anywhere	112	R&B	1998	53.0
No Diggity	Blackstreet	R&B	1996	76.0
Killing Me Softly With His Song	Fugees	R&B	1996	74.0
Return of the Mack	Mark Morrison	R&B	1996	72.0
How Do You Want It	2Pac	R&B	1996	66.0
Ascension (Don't Ever Wonder)	Maxwell	R&B	1996	65.0
Twisted	Keith Sweat	R&B	1996	63.0
2 Of Amerikaz Most Wanted	2Pac	R&B	1996	62.0
Nobody (feat. Athena Cage)	Keith Sweat	R&B	1996	62.0
Can't You See (feat. The Notorious B.I.G.)	Total	R&B	1996	61.0
Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.)	Babyface	R&B	1996	61.0
No Scrubs	TLC	R&B	1999	79.0
Say My Name	Destiny's Child	R&B	1999	73.0
Pony	Ginuwine	R&B	1999	72.0
Back At One	Brian McKnight	R&B	1999	71.0
Forgot About Dre	Dr. Dre	R&B	1999	71.0
I Try	Macy Gray	R&B	1999	71.0
Jumpin', Jumpin'	Destiny's Child	R&B	1999	70.0
Maria Maria (feat. The Product G&B) - Radio Mix	Santana	R&B	1999	66.0
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)"	Donell Jones	R&B	1999	60.0
I Don't Wanna	Aaliyah	R&B	1999	59.0
Obsessed	Mariah Carey	R&B	2009	67.0
Knock You Down	Keri Hilson	R&B	2009	65.0
Whole Wide World	Bahamas	R&B	2009	63.0
Chasing Pirates	Norah Jones	R&B	2009	59.0
Pretty Wings - uncut	Maxwell	R&B	2009	58.0
I Saw Mommy Kissing Santa Claus	The Jackson 5	R&B	2009	57.0
Never Forget You	Noisettes	R&B	2009	56.0
After the Storm	Mumford & Sons	R&B	2009	54.0
Just Ain't Gonna Work Out	Mayer Hawthorne	R&B	2009	51.0
Honey Dove	Lee Fields & The Expressions	R&B	2009	50.0
C.R.E.A.M.	Wu-Tang Clan	R&B	1993	72.0
Gin And Juice (feat. Dat Nigga Daz)	Snoop Dogg	R&B	1993	72.0
Who Am I (What's My Name)?	Snoop Dogg	R&B	1993	70.0
Protect Ya Neck	Wu-Tang Clan	R&B	1993	66.0
Proud Mary	Tina Turner	R&B	1993	66.0
Wu-Tang Clan Aint Nuthing ta F' Wit	Wu-Tang Clan	R&B	1993	66.0
That's The Way Love Goes	Janet Jackson	R&B	1993	65.0
If You Love Me	Brownstone	R&B	1993	62.0
Method Man	Wu-Tang Clan	R&B	1993	60.0
Knockin' da Boots	H-Town	R&B	1993	59.0
Always Be My Baby	Mariah Carey	R&B	1995	73.0
Fantasy	Mariah Carey	R&B	1995	71.0
One Sweet Day	Mariah Carey	R&B	1995	68.0
Tell Me	Groove Theory	R&B	1995	63.0
Never Knew Love Like This Before	Stephanie Mills	R&B	1995	62.0
Candy Rain	Soul For Real	R&B	1995	59.0
Bucktown	Smif-N-Wessun	R&B	1995	58.0
You Used to Love Me	Faith Evans	R&B	1995	58.0
Soon as I Get Home	Faith Evans	R&B	1995	57.0
Freak Like Me	Adina Howard	R&B	1995	56.0
Remember the Time	Michael Jackson	R&B	1991	69.0
Black or White	Michael Jackson	R&B	1991	66.0
Emotions	Mariah Carey	R&B	1991	63.0
I Love Your Smile	Shanice	R&B	1991	59.0
I Wanna Sex You Up - Single Mix	Color Me Badd	R&B	1991	58.0
Breakin' My Heart (Pretty Brown Eyes)	Mint Condition	R&B	1991	57.0
Good Vibrations	Marky Mark And The Funky Bunch	R&B	1991	57.0
Motownphilly	Boyz II Men	R&B	1991	57.0
Dangerous	Michael Jackson	R&B	1991	56.0
Try Me	James Brown	R&B	1991	56.0
Ms. Jackson	OutKast	R&B	2000	77.0
He Wasn't Man Enough	Toni Braxton	R&B	2000	65.0
I Wanna Know	Joe	R&B	2000	64.0
Didn't Cha Know	Erykah Badu	R&B	2000	62.0
Shackles (Praise You)	Mary Mary	R&B	2000	60.0
A Long Walk	Jill Scott	R&B	2000	54.0
Love	Musiq Soulchild	R&B	2000	54.0
Case Of The Ex (Whatcha Gonna Do)	Mýa	R&B	2000	53.0
Girls Dem Sugar	Beenie Man	R&B	2000	53.0
Send It On	D'Angelo	R&B	2000	53.0
All I Want for Christmas Is You	Mariah Carey	R&B	1994	90.0
Waterfalls	TLC	R&B	1994	71.0
Creep	TLC	R&B	1994	66.0
I Swear	All-4-One	R&B	1994	66.0
Smooth Operator - Single Version	Sade	R&B	1994	66.0
I'll Make Love To You	Boyz II Men	R&B	1994	63.0
I Wanna Be Down	Brandy	R&B	1994	60.0
The World Is Yours	Nas	R&B	1994	60.0
Groove Me	King Floyd	R&B	1994	59.0
Before I Let You Go	Blackstreet	R&B	1994	57.0
It Was A Good Day	Ice Cube	R&B	1992	74.0
I Have Nothing	Whitney Houston	R&B	1992	73.0
Jump	Kris Kross	R&B	1992	66.0
Weak	SWV	R&B	1992	66.0
I'm So Into You	SWV	R&B	1992	62.0
Don't Walk Away	Jade	R&B	1992	61.0
They Reminisce Over You (T.R.O.Y.)	Pete Rock & C.L. Smooth	R&B	1992	60.0
Right Here - Human Nature Radio Mix	SWV	R&B	1992	59.0
Freak Me	Silk	R&B	1992	58.0
What About Your Friends	TLC	R&B	1992	58.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster	The Notorious B.I.G.	R&B	1997	72.0
All My Life	K-Ci & JoJo	R&B	1997	70.0
Gettin' Jiggy Wit It	Will Smith	R&B	1997	70.0
Chan Chan	Buena Vista Social Club	R&B	1997	67.0
Together Again	Janet Jackson	R&B	1997	67.0
You Make Me Wanna...	Usher	R&B	1997	67.0
Too Close	Next	R&B	1997	64.0
Got 'Til It's Gone	Janet Jackson	R&B	1997	63.0
Nice & Slow	Usher	R&B	1997	63.0
Triumph (feat. Cappadonna)	Wu-Tang Clan	R&B	1997	63.0
U Remind Me	Usher	R&B	2001	73.0
What's Luv? (feat. Ja-Rule & Ashanti)	Fat Joe	R&B	2001	72.0
Let Me Blow Ya Mind	Eve	R&B	2001	71.0
Family Affair	Mary J. Blige	R&B	2001	70.0
Get Ur Freak On	Missy Elliott	R&B	2001	70.0
U Got It Bad	Usher	R&B	2001	70.0
Where the Party At (feat. Nelly)	Jagged Edge	R&B	2001	67.0
Can We Talk	Tevin Campbell	R&B	2001	66.0
Peaches and Cream	112	R&B	2001	66.0
7 Days	Craig David	R&B	2001	62.5
Put Your Records On	Corinne Bailey Rae	R&B	2006	75.0
Gravity	John Mayer	R&B	2006	74.0
Waiting On the World to Change	John Mayer	R&B	2006	74.0
Rehab	Amy Winehouse	R&B	2006	73.0
Me & U	Cassie	R&B	2006	72.0
I Wanna Love You	Akon	R&B	2006	70.0
When I See U	Fantasia	R&B	2006	68.0
Shortie Like Mine	Bow Wow	R&B	2006	67.0
Ice Box	Omarion	R&B	2006	63.0
Like A Star	Corinne Bailey Rae	R&B	2006	63.0
Foolish	Ashanti	R&B	2002	71.0
